,Country,Ranking,Year,Total,Antidiscrimination Legislation,Marriage / Civil Partnership,Adoption Allowed,LGBT Marketing,Equal Age of Consent,Religious Influence,HIV Travel Restrictions,Anti-Gay Laws,Homosexuality Illegal,Pride Banned,Locals Hostile,Prosecution,Murders,Death Sentence,Trans Gender Rights,Intersex / 3rd Option,Conversion Therapy
1608,Honduras,105,2013,-4,0,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,0,0,0
1609,Indonesia,105,2013,-4,0,0,0,0,1,-1,0,-1,0,0,-1,-2,0,0,0,0,0
1610,Kenya,105,2013,-4,0,0,0,0,1,0,0,-1,-1,0,-1,-2,0,0,0,0,0
1611,Mauritius,105,2013,-4,0,0,0,0,1,0,0,-1,-1,0,-1,-2,0,0,0,0,0
1612,Myanmar,105,2013,-4,0,0,0,0,1,0,0,-1,-1,0,-1,-2,0,0,0,0,0
1613,Panama,105,2013,-4,0,0,0,0,1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0
1614,Peru,105,2013,-4,0,0,0,0,1,-2,0,-1,0,0,-2,0,0,0,0,0,0
1615,Saint Kitts & Nevis,105,2013,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
1616,Singapore,105,2013,-4,0,0,0,0,1,0,-3,-1,-1,0,0,0,0,0,0,0,0
1617,Tunisia,105,2013,-4,0,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
1618,Belarus,118,2013,-5,0,0,0,0,1,-1,0,0,0,-1,-2,-2,0,0,0,0,0
1619,Madagascar,118,2013,-5,0,0,0,0,0,-1,0,0,0,0,-2,0,-2,0,0,0,0
1620,Morocco,118,2013,-5,0,0,0,0,1,-1,0,-1,-1,0,-1,-2,0,0,0,0,0
1621,Namibia,118,2013,-5,0,0,0,0,1,0,-2,-1,-1,0,0,-2,0,0,0,0,0
1622,Oman,118,2013,-5,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0
1623,Pakistan,118,2013,-5,0,0,0,0,1,-2,0,-1,-1,0,-1,-1,0,0,0,0,0
1624,Syria,118,2013,-5,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0
1625,Bahamas,125,2013,-6,0,0,0,0,1,-1,-2,-1,0,0,-1,0,-2,0,0,0,0
1626,Zimbabwe,125,2013,-6,0,0,0,0,1,0,0,-1,-1,0,-1,-2,-2,0,0,0,0
1627,Vatican City,127,2013,-7,0,0,0,0,1,-2,0,-1,-1,0,-2,-2,0,0,0,0,0
1628,Bahrain,127,2013,-7,0,0,0,0,0,-2,-2,0,0,0,-2,-1,0,0,0,0,0
1629,Maldives,127,2013,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
1630,Malaysia,130,2013,-8,0,0,0,0,1,-2,-1,-2,-1,0,-1,-2,0,0,0,0,0
1631,Egypt,131,2013,-9,0,0,0,0,1,-2,-2,-1,-1,0,-1,-2,0,-1,0,0,0
1632,Nigeria,132,2013,-10,0,0,0,0,1,0,0,-2,-1,0,-1,-2,0,-5,0,0,0
1633,Tanzania,132,2013,-10,0,0,0,0,0,-1,-1,-1,-1,0,-2,-2,-2,0,0,0,0
1634,Jamaica,134,2013,-11,0,0,0,0,0,-1,0,-2,-2,0,-2,-2,-2,0,0,0,0
1635,Jordan,134,2013,-11,0,0,0,0,1,-2,-3,-1,0,0,-2,-2,-2,0,0,0,0
1636,Russia,134,2013,-11,0,0,0,0,1,-1,-3,-1,0,-2,-2,-1,-2,0,0,0,0
1637,United Arab Emirates,137,2013,-12,0,0,0,0,1,-1,-2,-1,-1,0,-1,-2,0,-5,0,0,0
1638,Iran,138,2013,-13,0,0,0,0,1,-2,0,-1,-1,0,-1,-2,-2,-5,0,0,0
1639,Sweden,1,2012,9,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1640,Belgium,2,2012,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1641,Netherlands,2,2012,8,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1642,Canada,4,2012,7,2,2,2,1,0,0,-1,0,0,0,0,0,0,0,0,0,0
1643,Iceland,4,2012,7,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1644,Denmark,6,2012,6,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1645,Norway,6,2012,6,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1646,Spain,6,2012,6,2,2,2,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1647,United Kingdom,6,2012,6,2,1,2,1,1,0,0,0,0,0,-1,0,0,0,0,0,0
1648,Uruguay,6,2012,6,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1649,St. Maarten,11,2012,5,2,2,2,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1650,France,11,2012,5,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1651,Germany,11,2012,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1652,Argentina,14,2012,4,0,2,2,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1653,Austria,14,2012,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1654,Finland,14,2012,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1655,Luxembourg,14,2012,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1656,New Zealand,14,2012,4,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1657,Portugal,14,2012,4,3,2,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1658,Switzerland,14,2012,4,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1659,Australia,21,2012,3,1,1,1,1,1,0,-2,0,0,0,0,0,0,0,0,0,0
1660,Czech Republic,21,2012,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1661,Estonia,21,2012,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1662,French Polynesia,21,2012,3,2,1,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
1663,Ireland,21,2012,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1664,Slovenia,21,2012,3,1,1,1,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
1665,South Africa,21,2012,3,2,2,2,0,0,0,0,0,0,0,-1,0,-2,0,0,0,0
1666,Greenland,21,2012,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1667,Andorra,29,2012,2,2,1,0,0,1,0,-2,0,0,0,0,0,0,0,0,0,0
1668,Brazil,29,2012,2,1,1,1,1,1,-1,0,0,0,0,0,0,-2,0,0,0,0
1669,Guadeloupe,29,2012,2,2,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1670,Martinique,29,2012,2,2,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1671,Gibraltar,29,2012,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1672,Israel,29,2012,2,1,1,0,1,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1673,Liechtenstein,29,2012,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1674,New Caledonia,29,2012,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1675,Reunion,29,2012,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,Bulgaria,38,2012,1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
1677,Cambodia,38,2012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1678,Aruba,38,2012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1679,Curacao,38,2012,1,0,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0
1680,Croatia,38,2012,1,2,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1681,Mexico,38,2012,1,1,0,1,1,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
1682,Thailand,38,2012,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1683,USA,38,2012,1,1,1,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1684,Italy,38,2012,1,1,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
1685,Bosnia-Herzegovina,47,2012,0,1,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0
1686,Bonaire,47,2012,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
1687,US Virgin Islands,47,2012,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1688,China incl. Hong Kong,47,2012,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
1689,Costa Rica,47,2012,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1690,Greece,47,2012,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1691,Guam,47,2012,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
1692,Hungary,47,2012,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1693,Malta,47,2012,0,1,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1694,Philippines,47,2012,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
1695,Slovakia,47,2012,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
1696,Vietnam,47,2012,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0
1697,Armenia,59,2012,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
1698,Bermuda,59,2012,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1699,Bolivia,59,2012,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1700,British US Virgin Islands,59,2012,-1,1,0,0,0,1,-1,0,-1,0,0,-1,0,0,0,0,0,0
1701,Chile,59,2012,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0
1702,Cyprus,59,2012,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1703,Japan,59,2012,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1704,Kazakhstan,59,2012,-1,0,0,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,0
1705,Azerbaijan,59,2012,-1,0,0,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0
1706,Laos,59,2012,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1707,Moldova,59,2012,-1,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0
1708,Montenegro,59,2012,-1,0,0,0,0,1,-1,0,0,0,0,-1,0,0,0,0,0,0
1709,Nicaragua,59,2012,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0
1710,Kosovo,59,2012,-1,2,0,0,0,1,-2,0,0,0,0,-2,0,0,0,0,0,0
1711,Latvia,59,2012,-1,0,0,0,0,1,0,0,0,0,-1,-1,0,0,0,0,0,0
1712,Dominican Republic,74,2012,-2,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0
1713,Colombia,74,2012,-2,1,1,0,0,1,-1,-1,0,0,0,-1,0,-2,0,0,0,0
1714,Ecuador,74,2012,-2,0,1,0,0,1,-1,-2,0,0,0,-1,0,0,0,0,0,0
1715,El Salvador,74,2012,-2,1,0,0,0,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
1716,Fiji,74,2012,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0
1717,Georgia,74,2012,-2,1,0,0,0,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
1718,Kyrgyzstan,74,2012,-2,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0
1719,Macedonia,74,2012,-2,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0
1720,Mongolia,74,2012,-2,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,0
1721,Paraguay,74,2012,-2,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0
1722,Taiwan,74,2012,-2,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0
1723,Ukraine,74,2012,-2,0,0,0,0,1,-1,0,0,0,-1,-1,0,0,0,0,0,0
1724,Venezuela,74,2012,-2,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0
1725,Vanuatu,74,2012,-2,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0
1726,Albania,88,2012,-3,0,0,0,0,0,-1,0,0,0,0,-2,0,0,0,0,0,0
1727,Cape Verde,88,2012,-3,0,0,0,0,0,-1,0,-1,0,0,-1,0,0,0,0,0,0
1728,Cuba,88,2012,-3,0,0,0,0,1,0,-1,0,0,0,-1,0,-2,0,0,0,0
1729,Grenada,88,2012,-3,0,0,0,0,0,0,0,-1,-1,0,0,-1,0,0,0,0,0
1730,Puerto Rico,88,2012,-3,1,0,0,0,0,-1,0,0,0,0,-1,0,-2,0,0,0,0
1731,Guatemala,88,2012,-3,0,0,0,0,1,-1,0,0,0,0,-1,0,-2,0,0,0,0
1732,India,88,2012,-3,0,0,0,0,0,-1,-1,0,0,0,-1,0,0,0,0,0,0
1733,Korea South,88,2012,-3,0,0,0,0,1,-1,-2,0,0,0,-1,0,0,0,0,0,0
1734,Lebanon,88,2012,-3,0,0,0,0,1,-1,0,-1,-1,0,-1,0,0,0,0,0,0
1735,Lithuania,88,2012,-3,0,0,0,0,1,-1,0,-1,0,-1,-1,0,0,0,0,0,0
1736,Nepal,88,2012,-3,0,0,0,0,1,-1,0,-1,0,0,-1,-1,0,0,0,0,0
1737,Poland,88,2012,-3,1,0,0,0,0,-2,0,0,0,-1,-1,0,0,0,0,0,0
1738,Romania,88,2012,-3,0,0,0,0,1,-1,0,0,0,-2,-1,0,0,0,0,0,0
1739,Senegal,88,2012,-3,0,0,0,0,0,0,0,-1,-1,0,-1,0,0,0,0,0,0
1740,Serbia,88,2012,-3,0,0,0,0,1,-1,0,0,0,-1,-2,0,0,0,0,0,0
1741,Sri Lanka,88,2012,-3,0,0,0,0,1,0,-1,-1,-1,0,-1,0,0,0,0,0,0
1742,Belarus,104,2012,-4,0,0,0,0,1,-1,0,0,0,0,-2,-2,0,0,0,0,0
1743,Belize,104,2012,-4,0,0,0,0,0,0,0,-1,-1,0,-1,-1,0,0,0,0,0
1744,Barbados,104,2012,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
1745,Saint Kitts & Nevis,104,2012,-4,0,0,0,0,0,-1,0,-1,-1,0,-1,0,0,0,0,0,0
1746,Honduras,104,2012,-4,0,0,0,0,1,-1,0,-1,0,0,-1,0,-2,0,0,0,0
1747,Indonesia,104,2012,-4,0,0,0,0,1,-1,0,-1,0,0,-1,-2,0,0,0,0,0
1748,Kenya,104,2012,-4,0,0,0,0,1,0,0,-1,-1,0,-1,-2,0,0,0,0,0
1749,Mauritius,104,2012,-4,0,0,0,0,1,0,0,-1,-1,0,-1,-2,0,0,0,0,0
1750,Myanmar,104,2012,-4,0,0,0,0,1,0,0,-1,-1,0,-1,-2,0,0,0,0,0
1751,Panama,104,2012,-4,0,0,0,0,1,-1,-1,-1,-1,0,0,-1,0,0,0,0,0
1752,Peru,104,2012,-4,0,0,0,0,1,-2,0,-1,0,0,-2,0,0,0,0,0,0
1753,Singapore,104,2012,-4,0,0,0,0,1,0,-3,-1,-1,0,0,0,0,0,0,0,0
1754,Tunisia,104,2012,-4,0,0,0,0,1,-1,0,-1,-1,0,-1,-1,0,0,0,0,0
1755,Turkey,104,2012,-4,0,0,0,0,1,-1,0,-1,0,-1,-1,-1,0,0,0,0,0
1756,Zambia,104,2012,-4,0,0,0,0,1,0,0,-1,-1,0,-1,-2,0,0,0,0,0
1757,Morocco,119,2012,-5,0,0,0,0,1,-1,0,-1,-1,0,-1,-2,0,0,0,0,0
1758,Namibia,119,2012,-5,0,0,0,0,1,0,-2,-1,-1,0,0,-2,0,0,0,0,0
1759,Oman,119,2012,-5,0,0,0,0,1,-1,-1,-1,-1,0,-1,-1,0,0,0,0,0
1760,Pakistan,119,2012,-5,0,0,0,0,1,-2,0,-1,-1,0,-1,-1,0,0,0,0,0
1761,Syria,119,2012,-5,0,0,0,0,0,-1,-1,-1,-1,0,-1,0,0,0,0,0,0
1762,Madagascar,119,2012,-5,0,0,0,0,0,-1,0,0,0,0,-2,0,-2,0,0,0,0
1763,Bahamas,125,2012,-6,0,0,0,0,1,-1,-2,-1,0,0,-1,0,-2,0,0,0,0
1764,Zimbabwe,125,2012,-6,0,0,0,0,1,0,0,-1,-1,0,-1,-2,-2,0,0,0,0
1765,Vatican City,127,2012,-7,0,0,0,0,1,-2,0,-1,-1,0,-2,-2,0,0,0,0,0
1766,Bahrain,127,2012,-7,0,0,0,0,0,-2,-2,0,0,0,-2,-1,0,0,0,0,0
1767,Maldives,127,2012,-7,0,0,0,0,0,-2,0,-1,-1,0,-2,-1,0,0,0,0,0
1768,Malaysia,130,2012,-8,0,0,0,0,1,-2,-1,-2,-1,0,-1,-2,0,0,0,0,0
1769,Egypt,131,2012,-9,0,0,0,0,1,-2,-2,-1,-1,0,-1,-2,0,-1,0,0,0
1770,Nigeria,132,2012,-10,0,0,0,0,1,0,0,-2,-1,0,-1,-2,0,-5,0,0,0
1771,Tanzania,132,2012,-10,0,0,0,0,0,-1,-1,-1,-1,0,-2,-2,-2,0,0,0,0
1772,Jamaica,134,2012,-11,0,0,0,0,0,-1,0,-2,-2,0,-2,-2,-2,0,0,0,0
1773,Jordan,134,2012,-11,0,0,0,0,1,-2,-3,-1,0,0,-2,-2,-2,0,0,0,0
1774,Russia,134,2012,-11,0,0,0,0,1,-1,-3,-1,0,-2,-2,-1,-2,0,0,0,0
1775,United Arab Emirates,137,2012,-12,0,0,0,0,1,-1,-2,-1,-1,0,-1,-2,0,-5,0,0,0
1776,Iran,138,2012,-13,0,0,0,0,1,-2,0,-1,-1,0,-1,-2,-2,-5,0,0,0
